id,ip_address,city,country,Times login,job_title,Age,Time_since_registration,Purchases_last_month,Unique_person_ID,IS_VIP_Client
344,23.2.128.44,Werinama,ID,1,VP Marketing,53,14,3087,7a774581-14b7-49ff-a377-06a2223549c3,0
317,19.240.250.186,Sidomulyo,ID,9,Assistant Professor,58,14,930,0f56e435-28c7-4b57-a8d2-e1a87bb59b86,0
19,72.92.227.211,Lewograran,ID,2,Speech Pathologist,30,15,4641,bdea2787-38c2-4098-820f-a2abb76d73bc,0
98,46.79.27.183,Bangeran,ID,2,Budget/Accounting Analyst IV,44,15,240,f0d4746c-6dbf-478b-9b53-ba9c9d839dc4,0
235,155.85.128.68,Bojonghaur,ID,1,Food Chemist,72,15,1362,ec52e79e-f365-4b36-825a-a88bbc31caf2,0
116,193.6.192.131,Kolomanu,ID,2,Electrical Engineer,43,16,2994,96e78fee-8859-441c-ba00-54ccb64749ce,0
747,140.80.164.72,Teminabuan,ID,1,Director of Sales,19,18,2882,1fd7ea10-8e9a-4306-ac18-88555d1c6f74,0
492,93.87.203.209,Gondang,ID,1,Mechanical Systems Engineer,55,18,4827,64b9aae0-536d-466e-8ffb-241ae8450950,0
689,244.255.216.26,Pesucen,ID,1,Nurse Practicioner,58,19,3469,417fde65-852a-47a1-8cde-637204b6946a,1
410,198.74.171.210,Klagen,ID,3,Biostatistician III,24,20,920,03975fb3-f856-4090-a9ce-13f3620d6549,1
445,146.148.45.145,Sopo,ID,1,Programmer Analyst III,42,20,3413,f23ede91-0b7d-4433-b6bc-a2e73e27e6d7,1
281,112.99.46.59,Wangunjaya,ID,1,Financial Advisor,57,20,3288,88a2d4a5-e764-4ec3-8183-3f876580b3ed,1
837,176.143.26.89,Burujul,ID,1,Administrative Assistant III,31,22,4896,78c3f32a-6613-467b-ab9d-b0cf1aa5e08f,1
378,174.73.82.53,Penengahan,ID,1,Recruiter,45,22,3364,72b924b0-802f-4701-8069-e1322b27d46d,1
326,208.96.207.81,Kembangkerang Lauk Timur,ID,2,Web Designer I,20,23,4332,1ce04aa3-fc1c-49d9-927a-e542e4d14a31,1
971,111.28.85.89,Sukadana,ID,1,Executive Secretary,38,24,4009,3bfd9834-2a89-4363-aae3-043239df64a2,1
73,36.70.183.113,Sumbergebang,ID,6,Programmer IV,51,24,2195,8990da1c-a7bd-4151-aab1-d03d2dee3a7c,1
805,175.217.6.125,Lodoyo,ID,1,Quality Engineer,31,25,1173,2d0454bf-9abc-463f-8bf9-1ec1148b82a7,1
551,171.188.197.167,Broto,ID,1,VP Product Management,24,26,3004,ab6c5180-362c-4f32-acb2-9abed4dd5376,1
268,90.29.157.40,Banjar Banyuning Barat,ID,1,Quality Engineer,33,29,4530,33aef778-f98d-465b-97ca-25965267b3be,1
758,17.16.77.16,Banjar Laing,ID,1,Food Chemist,66,29,2943,02e23d42-657a-413e-a022-2edb036f5a47,1
776,3.143.120.24,Cibaregbeg,ID,1,Accounting Assistant II,75,30,1059,6c028c75-e8d8-4d00-bca6-03e8363aa354,1
750,129.139.72.131,Lebak Timur,ID,4,Desktop Support Technician,26,31,2952,bdc182b4-7166-4334-8c05-7e79ad9f21b5,1
180,156.197.208.17,Aeka,ID,1,Analyst Programmer,36,31,746,28336897-53e3-456c-8e73-9933c3b6ecab,1
713,185.183.96.119,Pakkat,ID,2,Analyst Programmer,36,31,2752,c4d6e776-4817-479e-96fb-1c2c8d5d2569,1
213,155.191.78.244,Cijangkar,ID,3,Social Worker,62,33,3932,b5a40934-e370-47f9-9091-c7db64a27019,1
292,117.172.33.238,Amparita,ID,2,Automation Specialist IV,24,34,3555,d5ab6dfe-074c-4c8d-b90c-ac969e74aeca,1
140,14.50.137.191,Simpang Ulim,ID,2,Payment Adjustment Coordinator,45,36,1940,95d68abe-177e-44b1-894d-33af292d9106,1
179,110.255.146.192,Padangtikar,ID,1,Safety Technician IV,31,37,29,dc705f41-f93b-4359-8457-2e8161dc81fd,0
175,79.179.156.118,Boneng,ID,1,Programmer II,63,38,2186,648150f7-6823-4877-bc8f-478889ed833d,0
634,232.240.230.205,Tempuran,ID,2,Senior Editor,48,39,2383,b50686d4-af2d-4d24-a4f9-bffb3d5d16e8,0
147,114.113.18.45,Kroya,ID,3,Registered Nurse,74,39,3258,469fd090-b6df-4923-beba-69bfd91d67cb,0
515,5.147.57.245,Tegalsari,ID,5,Teacher,62,40,2487,a1bfe94e-a27d-4238-97b0-48a185dfc302,0
529,144.55.226.47,Roa,ID,2,Nuclear Power Engineer,73,40,994,5fcd411c-a3fb-49a0-a4d0-eefde3703013,1
778,58.174.7.252,Sungayang,ID,1,Programmer Analyst I,22,41,4999,4ba8963a-e280-4abd-903f-131c8077fe57,0
479,33.203.150.253,Banjar Banyuning Barat,ID,4,Account Coordinator,32,41,1191,4a526389-aefc-4e9b-8c1a-2c07016a6cce,0
282,252.65.82.107,Nangger,ID,4,VP Sales,58,41,2105,b9d8c8bf-21b4-4d59-9403-a6afcdfb96ac,1
226,120.127.158.234,Kadupayung,ID,2,Senior Cost Accountant,58,42,1646,a4fdb4d4-b6b6-44bb-bd14-a47a9ac26bc5,0
470,100.178.150.80,Jajaway,ID,1,Dental Hygienist,41,43,1533,6aafe27c-f315-4daa-8811-213f16ca8fee,0
256,22.194.81.193,Cangkreng,ID,5,Internal Auditor,44,43,2781,d36ffda7-2a00-4289-b7f1-e6eba5f7b676,0
159,81.44.100.202,Krajan Suko Kidul,ID,1,Human Resources Assistant III,32,44,3671,79a3ac96-5b74-40c6-b78a-19b1ed9d3098,1
22,195.115.12.150,Sumberejo,ID,1,Help Desk Operator,74,44,1974,905854f9-ba31-47ee-9d06-1ec70d94b7bb,1
377,27.237.14.93,Banjar Banyualit,ID,1,Speech Pathologist,19,45,1056,90d2a94b-fdce-404e-9c9e-8c12176d45cc,1
585,183.173.148.51,Suci Kaler,ID,6,GIS Technical Architect,43,45,3332,dff556c6-41b7-47e5-a50a-810534ab3575,1
300,60.149.177.10,Tubuhue,ID,1,Nurse,47,45,4094,c747897b-0c78-493f-a724-2feddd69fba6,1
455,137.199.102.123,Prantaan,ID,2,Environmental Tech,69,45,1319,d507c188-d15d-487f-8784-748b04ff3b20,1
90,230.238.209.253,Kabor,ID,2,Web Developer II,73,45,2203,8e3e6afe-b279-4a60-bf96-552b6168aaa1,1
368,1.255.21.35,Suwaduk,ID,1,Senior Cost Accountant,32,46,4868,850044bb-6906-46dd-a8c0-5651f58b0e13,1
992,17.219.31.212,Rantaupanjangkiri,ID,1,Dental Hygienist,37,46,3386,d93e9a73-4f29-4ce9-bcba-51b6fdccaa6c,1
435,154.173.86.143,Mlonggo,ID,2,Chemical Engineer,35,47,1184,e65f2b9a-aa33-458d-bbae-0688b053ca40,1
476,203.204.194.6,Betaf,ID,1,Senior Quality Engineer,44,47,3549,fcef67d2-d339-4b3b-878f-3fe825cc8b3a,1
968,54.42.12.65,Mulyorejo,ID,3,Senior Quality Engineer,55,47,3116,818c23dc-dc9a-480a-a4e1-a9320dd9cf31,1
666,156.99.29.182,Semanding Barat,ID,1,Electrical Engineer,62,47,1903,ff3417bb-c1fb-4c3a-869b-b43cab37e5b8,1
995,150.248.99.135,Karangwaru,ID,4,Data Coordiator,44,51,2268,f0177684-0df2-46e3-9485-eb90990b102d,1
351,16.255.138.47,Camplong,ID,3,Statistician I,30,53,4106,5835fe4b-a39c-4157-9cc2-dbfa39e04304,1
110,224.88.30.169,Sibreh,ID,1,Analog Circuit Design manager,66,53,4542,62de936c-3c49-45d5-b96a-9194392413b8,1
514,97.46.44.97,Ciwidara,ID,1,Administrative Officer,25,54,3093,ef57c427-3b4b-4695-8ec9-a78edf2d3ccf,1
168,225.252.114.204,Koatas Lao,ID,2,VP Marketing,40,55,4851,5a66d45b-2789-4a6b-858b-c7c87830d2bc,1
106,155.123.78.157,Nanger,ID,2,VP Marketing,37,59,2294,3a1c23fc-5fc5-4d9b-ba90-728c14404bb8,1
729,75.175.254.218,Banjar Jabejero,ID,3,Quality Control Specialist,42,60,2569,13d14bbf-537f-4ece-94c8-d63c639e571e,1
887,155.133.151.177,Arbais,ID,1,Mechanical Systems Engineer,20,61,2892,40763211-a834-414a-a8af-272b143bbd56,1
889,233.84.248.190,Sumbergayam,ID,4,Civil Engineer,21,61,1198,a365d012-5d28-4558-9b2a-df3687ac6e44,1
375,187.134.40.70,Banjar Tengah,ID,2,Software Engineer III,42,61,4368,d7d281f8-fddf-4a9a-bb75-a8fffa266514,1
739,185.163.28.155,Trikora,ID,1,Assistant Manager,63,61,352,65b6c48f-1ed3-498e-9ff3-e1bbd1b79ea9,1
219,120.172.203.251,Sambongmulyo,ID,1,Cost Accountant,65,61,4020,4ba3e20a-8bd2-48ce-b678-264e8d85c0c8,1
921,5.60.145.69,Gayam,ID,3,Geological Engineer,41,64,216,07104afc-ffa2-49bc-a882-389cd1a338ef,1
93,91.187.158.81,Ongabelen,ID,1,Staff Accountant IV,22,65,601,4bd95e60-9df2-48bb-a9b6-f336cd0a205c,1
571,126.239.12.148,Lokatadho,ID,1,Structural Analysis Engineer,35,65,2255,504b1d4a-2951-46b8-8bf7-755fa96b83ee,1
773,35.149.241.20,Weekombaka,ID,1,Speech Pathologist,48,67,753,06b15ba7-476c-4e84-b46a-2d480189d4e9,1
154,164.228.234.76,Warudoyong,ID,3,Professor,50,67,2188,edf7412e-f333-4bf7-b620-142eea7d0742,1
352,210.207.120.192,Nunhala,ID,4,Engineer II,35,68,4886,3938084b-c9f9-4cde-8bb0-266272e785fe,1
475,199.255.203.27,Curuggoong,ID,2,Marketing Assistant,39,68,4761,50bc0f6f-1aa8-4e17-ac3b-8046ce7554a6,1
765,72.78.160.25,Kasreman,ID,3,Systems Administrator III,43,68,320,d149dcf7-e3d8-49be-8f37-87ae3519f230,1
84,76.98.112.13,Purworejo,ID,2,Quality Engineer,53,69,1486,6f81297f-0e23-48e2-9aa0-b9e787cac2fa,1
828,216.114.72.166,Sukoanyar,ID,1,Research Nurse,63,69,395,5269f67e-ac5d-4530-8068-ecd22b1c5028,1
782,5.33.56.159,Tlatah,ID,1,Help Desk Technician,73,69,1351,062d46b2-f0c4-47c0-92cb-53085e13b930,1
31,111.29.142.164,Sambong,ID,2,Staff Accountant I,35,70,4564,b425704b-1bef-412d-ac80-625baffb24dc,1
404,77.76.28.42,Duwakbuter,ID,1,Senior Cost Accountant,69,70,1700,5364948f-f27e-4d50-8c25-69a47f8b77be,1
157,77.199.12.155,Sindangbarang,ID,3,Technical Writer,60,71,2058,1f696bd2-1e0b-47a5-96a7-8e91926089f9,1
14,80.178.102.232,Pulautemiang,ID,2,Teacher,43,73,2944,1c194d9c-f673-400d-9fc3-d100fb8d6e95,1
13,250.226.93.182,Ngepoh Kidul,ID,6,Automation Specialist III,73,74,3802,f1c83c29-cc3b-4f6b-8366-12e9eec28c6c,1
863,221.167.211.119,Radamata,ID,1,Teacher,43,75,1629,e0a580ec-fb11-4bec-a9c0-86a9750875ba,1
11,228.69.103.83,Kembangan,ID,1,Speech Pathologist,29,76,3777,698e9d88-188d-4161-b193-e88499d1132e,1
469,105.44.77.149,Nangalimang,ID,5,Information Systems Manager,52,76,3845,f0b3968e-684e-42fd-8727-35457693f733,1
843,118.225.181.202,Banjar Kajanan,ID,1,Legal Assistant,70,76,2435,b2532664-57bb-4522-a1f9-6fad66b67f2e,1
357,70.176.74.232,Jembatandua,ID,2,Automation Specialist III,73,76,3887,8d0d0570-5b7a-4bf5-8cef-171b8911fc0b,1
602,232.9.141.165,Templeogue,IE,8,Health Coach I,54,6,108,965435c1-6594-4e9e-bccd-26a7a70db08d,1
652,62.242.10.198,Blessington,IE,2,Speech Pathologist,75,22,316,e227be71-0cea-47b5-a762-c2dc907bda75,1
36,90.36.131.233,Ashford,IE,3,Research Assistant I,37,38,1381,88e94ac7-f0ea-460c-84a5-e093c8f5fd7f,1
143,103.224.208.62,Clogherhead,IE,1,Database Administrator I,20,66,4275,7d15f291-4eed-4c40-922a-b8182e7413d3,1
876,132.142.64.231,Sakhnīn,IL,3,Biostatistician IV,28,25,863,dd100678-2df6-49ae-b9fb-54dacee712a1,1
26,192.68.234.228,Netanya,IL,2,Assistant Media Planner,20,28,2772,7ba9b275-31eb-4af6-a983-020075d78d89,1
72,40.152.181.94,Nāḩiyat Baḩār,IQ,1,Account Coordinator,54,38,4849,1f41647f-94dc-4127-8cd6-b71ec0171f9b,1
494,6.164.11.72,‘Anat al Qadīmah,IQ,4,Staff Scientist,57,38,3520,589a5def-119e-4f19-be99-26ae84ca907b,1
909,112.18.211.52,Marvdasht,IR,6,Safety Technician II,52,18,2499,dc3863e8-12d0-4cce-9961-ad3a3b5a2f3b,1
348,231.75.3.18,Rāmhormoz,IR,1,Professor,28,22,3208,efc30980-5b18-4642-84d7-5e3ca99b56c7,1
129,234.119.121.175,Kangān,IR,1,Media Manager IV,20,36,317,b19643ab-afbc-46d0-a2de-8ce3b1f4474b,1
6,80.223.199.168,Abhar,IR,1,Pharmacist,52,36,2740,466b3185-fe6f-4a61-9bdb-2574e320c88a,1
302,35.126.243.228,Chelgard,IR,1,Occupational Therapist,66,41,2226,4000ca40-066f-49af-ac27-2995087e27c8,1
781,43.14.157.156,Shāhīn Dezh,IR,2,Structural Analysis Engineer,36,43,3476,68d4c7e5-e744-4e1c-9488-6630ae686822,1
212,84.15.45.103,Qeshm,IR,1,Human Resources Manager,76,57,3464,6cdf024a-dcaa-42af-bc61-2be885223ac0,1
269,118.216.213.38,Shahr-e Bābak,IR,1,Programmer III,60,65,979,6ff38634-663b-4406-9772-4a04ac5b1ec8,1
957,4.129.168.126,Kalāt-e Nāderī,IR,3,Nurse Practicioner,49,69,3779,6edd0cbf-016a-47d1-9172-fbd2710fe739,1
593,254.43.37.64,Laspezia,IT,2,VP Accounting,73,7,1797,9081a21a-631b-441a-a4b0-98e36a769c83,1
558,190.215.60.130,Laspezia,IT,2,Software Engineer III,61,10,1247,1621987b-8fbb-4310-b229-2c5691efd4c7,1
339,197.1.72.75,Verona,IT,1,Mechanical Systems Engineer,35,47,2396,c8a757c1-a926-4423-a2cf-98a67db5eecd,1
48,66.147.115.36,Morant Bay,JM,1,Paralegal,53,76,3361,1ab684fb-9c75-4ed8-a049-437f544f2008,1
769,247.201.204.3,Malkā,JO,2,Account Representative I,36,60,2201,3e65bcbf-819b-4a4e-b757-693d60b63e3f,1
427,156.243.27.11,Mooka,JP,2,Operator,40,4,315,e0c7cfc8-15fb-4555-a249-25b78f8937fb,1
534,252.112.159.183,Kōnan,JP,1,Cost Accountant,34,5,3067,300bac16-e5dd-494d-b0dc-09befb58d79b,1
596,77.14.34.143,Watari,JP,2,Desktop Support Technician,28,8,2235,262d672c-dab0-4ed9-932b-112dc87f29b2,1
826,196.3.252.37,Fukuchiyama,JP,2,VP Product Management,46,11,4794,01d3a96e-c9d0-4f1d-af35-83097a619767,1
704,29.169.238.152,Tanashichō,JP,3,Environmental Tech,46,12,4704,35ab2b4a-81fd-40c8-821c-fef433845bae,1
685,73.65.207.40,Asahi,JP,2,Paralegal,52,15,1679,0d925ffd-d879-48f6-bbe3-1b790590f809,1
930,206.126.128.226,Ushibuka,JP,1,Senior Financial Analyst,30,20,3727,23aa12fa-e913-4410-bb1e-c7805f8ec908,1
361,53.74.16.185,Urayasu,JP,2,Occupational Therapist,39,31,2594,a5027c2d-59d4-4e49-90c0-699706e216db,1
199,216.126.218.37,Wakimachi,JP,1,Payment Adjustment Coordinator,72,46,4930,509a4d2d-7a5c-4252-99ef-71996b47a8dd,1
381,173.205.187.58,Ryūō,JP,2,Senior Quality Engineer,34,47,4044,ed754682-beee-4856-b356-1b4f42970148,1
252,186.58.96.65,Kushima,JP,2,Actuary,52,62,2023,d85bf096-d13f-4f9b-808d-b984a8bf4c77,1
76,102.101.248.142,Yugawara,JP,1,Geologist III,52,63,2096,0ecb18ce-50b3-4333-8128-6b1bec5cb251,1
724,192.3.60.122,Fujieda,JP,2,Software Consultant,62,63,3013,5dbf172a-4bf7-4e8f-9202-f8cf6d8c6736,0
683,72.246.169.222,Naze,JP,3,Mechanical Systems Engineer,29,64,2563,a2c8ff52-9613-40a4-b3e5-76b06be3e120,0
867,169.107.228.84,Tatsuno,JP,2,GIS Technical Architect,55,67,2392,aeafd429-d367-474b-9796-b316152f52de,0
839,123.106.81.180,Mombasa,KE,8,Senior Sales Associate,59,36,3482,a7af719c-4bf2-4185-b211-8092b524fb85,1
118,172.27.93.16,Kyzyl-Kyya,KG,2,Civil Engineer,25,68,469,135c13dc-1824-4dda-b85f-a68fffbd4ee3,0
201,94.180.143.133,Rawannawi Village,KI,1,VP Quality Control,55,28,1165,48b8d79a-a6c3-4139-8c1f-64146f2729c5,0
733,150.210.173.170,Harembo,KM,1,Professor,56,26,1544,89715e01-abab-4103-b7b5-22147ceadeb8,0
245,14.183.5.140,Charlestown,KN,8,Pharmacist,63,4,1806,00499d3f-375f-4b67-94df-0e5d4fe4166c,1
360,41.249.141.43,Ulsan,KR,1,Automation Specialist II,61,2,2609,9a9e0d2d-24e5-4324-9278-705e8f5df102,0
425,131.240.193.110,Hajeom,KR,1,Product Engineer,69,26,3251,1cd7da06-fb9e-405e-b891-7df304892fe6,0
49,193.121.53.135,Egindiköl,KZ,2,Internal Auditor,61,36,4245,a2dfb6d9-b0be-42b6-950a-34879a60a3f5,0
899,19.29.102.44,Ülken,KZ,1,Product Engineer,26,37,757,68da3374-1287-410e-8868-235be2daffbf,0
848,122.33.201.198,Taldykorgan,KZ,8,Software Test Engineer III,71,62,1773,d51eada6-e477-4079-9f95-eb1386b14a36,0
707,173.6.19.93,Lenīnskīy,KZ,1,Biostatistician IV,19,67,714,9b7469a7-8f9d-4508-9f4d-d9cea783d705,0
41,6.52.206.117,Thatèng,LA,2,Business Systems Development Analyst,32,13,1013,dc516646-d2a5-4334-b6ac-38c140c21d52,0
933,59.104.235.64,Lamam,LA,1,Sales Representative,73,42,3128,8de7163b-de6c-441f-be31-4b5f1612ab98,0
466,126.237.120.60,Weligama,LK,2,Assistant Manager,28,38,4991,136d5a0c-6ff3-49db-b93f-56d39d8b8015,0
519,38.250.0.250,Homagama,LK,1,Media Manager I,73,59,2344,408d4527-5aa9-4f73-ab5f-8ae083f52b1e,0
883,188.8.246.245,Junglinster,LU,2,Junior Executive,28,12,3569,75d0e798-d129-4724-9097-aaf4c8125222,0
30,114.122.69.152,Sandweiler,LU,3,Software Test Engineer III,64,36,1966,3442a2ec-530d-42c1-a663-a371778c8c54,0
882,182.95.72.188,Schifflange,LU,3,Financial Analyst,22,42,3214,732dbe90-7df0-4903-8669-389fa92d6683,0
864,244.107.232.95,Béreldange,LU,1,Environmental Tech,43,68,849,004fec0a-37b9-4fde-ad55-fb7a78517cca,0
196,23.105.243.229,Stende,LV,1,Dental Hygienist,26,9,1131,8724e73b-c5c9-4747-97da-d997f3550a0d,1
789,254.124.209.165,Giado,LY,1,Tax Accountant,63,16,4121,6527c2ed-414c-4674-ae84-a031d2701a72,0
388,96.170.185.183,Mizdah,LY,1,Assistant Media Planner,53,51,1951,8d702b2e-36dd-4ec2-994c-d77b09710a77,0
432,89.170.52.85,Al Jawf,LY,1,Design Engineer,48,72,3742,f41295c7-591a-497c-9c39-7b2803e2a12d,0
458,246.118.243.3,Guisser,MA,5,Biostatistician III,33,7,1603,5d0fd65a-934e-4da6-b5bd-b8ae9bdf783d,1
631,105.60.98.177,Taouloukoult,MA,2,Senior Developer,65,30,3033,15ad0531-c98e-4beb-9767-ebc0b3e2ecf8,0
107,211.106.8.131,Kariat Arkmane,MA,5,Tax Accountant,54,37,3738,be85696f-6c7f-49dd-9067-f66cfbb8f0c7,0
502,100.29.97.219,Tilmi,MA,3,Administrative Officer,46,43,2709,b7408405-13ac-46b2-b755-a2e925070ea7,1
629,204.183.7.89,Tétouan,MA,4,Information Systems Manager,60,60,1732,63a914e2-73a0-4d32-8e06-02c42a84a40d,0
117,30.131.87.61,Soroca,MD,1,Automation Specialist II,56,4,1631,3f450516-01b9-4c71-bb56-692a4352fd5f,0
244,155.140.84.98,Drochia,MD,1,Research Assistant III,41,57,2330,3199fc24-dc53-41e9-b77f-61704c907693,0
539,120.196.159.177,Šavnik,ME,2,Social Worker,46,73,2999,1c25cd7b-877b-4b7c-b769-01010300dc2c,0
723,135.108.96.19,Anjozorobe,MG,2,Food Chemist,35,58,3471,2c2ccd06-e21e-4352-8ee4-8a58fb20b0c4,0
182,141.98.118.14,Ambarakaraka,MG,1,Marketing Manager,66,64,2325,fb43bc79-ecc7-44af-ba53-033811e4f032,0
271,37.199.199.211,Ankazoabo,MG,1,Help Desk Technician,53,72,1008,19640a68-5529-446f-857e-b24ad4ddfa54,0
715,88.197.64.61,Kumanovo,MK,2,Payment Adjustment Coordinator,71,50,1131,2f77b2ab-37e4-48ea-b6d7-2bb6125cac5b,0
988,46.151.220.59,Sagaing,MM,1,Sales Associate,51,38,4716,2116a839-1c3f-4a56-894b-3d9b5bed769f,1
945,111.243.129.9,Hpa-an,MM,1,Professor,46,54,1525,50e225bf-7a92-4cd6-89aa-f343b2590301,0
225,239.239.122.254,Burgaltay,MN,1,Dental Hygienist,49,28,4016,c9a397bc-363c-4f2a-982a-33e5766e34a9,0
560,252.227.118.143,Hüremt,MN,2,Sales Associate,65,28,2735,ab2bbb75-92b7-4695-b468-c61657ea01c6,0
185,38.235.192.56,Bayanbulag,MN,1,Administrative Assistant I,46,35,4954,13971035-a9a0-473e-a9aa-1475a5ff470c,0
320,104.210.193.231,Darhan,MN,1,Senior Developer,58,59,3359,f9c461a1-7c6a-4258-9817-75a34612a669,0
850,161.232.148.242,Kharkhorin,MN,3,Media Manager I,51,66,3398,4bf97e4b-cda7-4cf3-ad7e-0a635ebee1bc,0
908,141.101.183.220,Imsida,MT,1,Office Assistant I,58,5,438,a124f532-28ed-4bdc-8f2f-ffdd00aaf848,0
15,82.171.164.196,La Gloria,MX,1,Software Test Engineer II,27,4,3826,988d7206-f83d-4937-897c-949bcac9a5e1,0
802,250.168.227.143,La Reforma,MX,1,Dental Hygienist,64,10,1518,6a0dfc5f-4d58-46b7-be82-2f2c1dda90a8,1
796,38.225.66.97,El Mirador,MX,1,Web Developer I,74,25,4756,65039833-8246-49c4-a149-3151c1d18bc1,1
442,33.88.120.37,Providencia,MX,1,Programmer Analyst II,29,34,4,085bbfd7-6f57-41da-8bc2-070616fdda89,0
617,147.34.241.63,Lazaro Cardenas,MX,1,Professor,66,38,3669,b23d8759-1420-4f39-94ac-07545e8d3058,0
640,134.49.190.110,Loma Bonita,MX,1,Actuary,30,46,2987,34a58cbc-935b-4a3d-b1f9-43a0f87d93a4,0
615,43.129.35.152,Francisco Villa,MX,4,Tax Accountant,75,54,1954,57a90e3f-5875-4e53-8308-9fbdfda29575,1
830,136.76.83.192,El Mirador,MX,1,Staff Accountant III,63,65,1075,fc645cc6-f16c-4f81-b062-6ccf432a548e,0
293,30.6.204.49,Guadalupe,MX,1,Account Executive,66,73,1199,ede14b90-2c01-4ffe-8804-5ed4582fbf12,0
210,78.59.222.92,Sandakan,MY,1,Clinical Specialist,75,16,875,4dde080a-0fcb-4880-a836-63a94edf7fbd,1
187,235.142.208.98,Melaka,MY,1,VP Marketing,55,20,2239,bf2e52cf-d59d-4fcb-a1cc-11acb351e01a,0
414,127.233.214.179,Kota Kinabalu,MY,2,Staff Accountant IV,20,27,2632,5df9ecfe-5124-4a6e-aca1-2216bd7d06f2,0
250,113.117.216.166,Shah Alam,MY,1,Clinical Specialist,72,48,1275,2f747ef9-574f-4a0d-88b1-adf87ad907e4,1
112,8.99.54.43,Kuala Terengganu,MY,1,Software Engineer II,32,64,3285,85bee9ab-68f9-4e75-8d98-65afdf2b41fc,0
70,185.145.31.115,Kuala Lumpur,MY,2,Paralegal,32,67,803,c84ba3e4-33bf-439b-a5b3-208095a97fe6,0
488,56.176.227.72,Seremban,MY,2,Database Administrator III,64,73,2118,4e8f3d6b-96a1-4286-b40d-92809a88683d,1
753,49.128.170.235,Nampula,MZ,1,Nuclear Power Engineer,68,28,3037,73461c2b-8833-41d4-bee8-2b0dbc8ba772,0
463,205.28.147.237,Igede-Ekiti,NG,1,Safety Technician I,34,8,1590,54ef4e17-6128-46b3-879b-e3fea38edc87,1
632,85.160.125.211,Babura,NG,1,Associate Professor,53,54,299,5a1361ee-4b1f-4b9d-a99f-87815acc8dde,0
45,240.51.207.145,Yuli,NG,3,Speech Pathologist,72,59,4195,917c16ad-cde7-49ee-ba00-74668f1bb1a8,0
532,66.131.126.59,Zwolle,NL,4,Librarian,63,21,4930,1c799f3e-e1a1-4e5b-81ea-cff75bfaefc2,0
853,27.206.21.157,Haarlem,NL,2,Assistant Media Planner,30,32,4941,bdcbe49f-36ed-47aa-a4e4-578f671714fe,0
745,215.114.74.193,Lelystad,NL,1,Marketing Manager,38,40,1811,9ce1c08e-1325-4437-a68c-ed10b365b022,0
962,245.160.240.183,Oslo,NO,4,Senior Developer,72,4,1698,bed9486b-f6ec-442f-bf06-82d32733861e,0
516,113.131.32.26,Gjøvik,NO,1,Staff Scientist,22,16,4382,04eccf04-05d9-441d-b214-c096e75f61d4,0
496,245.104.139.242,Tromsø,NO,1,Budget/Accounting Analyst II,64,28,380,04459c1c-b7c6-4bcb-8f8f-6e52a7d62bc9,0
896,32.44.117.196,Askim,NO,1,Sales Associate,38,52,2267,c4c09cbd-14ed-426f-add4-34346e1caa22,0
163,196.92.117.167,Skien,NO,5,Software Test Engineer II,69,65,1922,1c255a40-abf2-461a-a2f9-af9dc029c8cb,0
884,247.236.36.90,Kristiansand S,NO,2,Senior Editor,40,72,4468,9943e952-9b99-4877-99d0-8ae155d6ecb2,0
51,99.244.73.211,Kirtipur,NP,3,Director of Sales,25,36,698,f4f3a925-3d32-46f6-82ff-5502dfa37ffa,0
409,49.1.12.240,Nizwá,OM,1,Research Associate,75,6,3692,e712fad8-e3d1-4e8c-95ae-b495f80aee8b,1
46,121.225.87.254,Şaḩam,OM,6,Help Desk Operator,57,60,2099,9282c120-3409-4e09-9496-5e21ddbe5bcb,0
540,144.26.112.236,El Progreso,PA,3,Marketing Manager,36,51,4623,f04fff24-e090-4b3b-b395-b3454dd484b7,0
824,181.246.34.4,Tournavista,PE,1,Structural Analysis Engineer,24,3,273,c2fd364f-f66f-48fd-a307-08795a7b190d,0
832,221.228.91.90,Chumpi,PE,4,Developer IV,28,9,4117,cd539fec-53fd-452c-b818-a32b581c4ce0,1
59,50.250.11.89,Quellouno,PE,1,Actuary,59,13,992,8342c712-4459-41cf-b7a7-21b7113c53c5,0
808,235.189.6.181,Huanchaco,PE,3,Assistant Manager,55,28,4593,a9bcb1c2-5af8-4e34-9aae-3054d7e894f2,0
138,100.185.8.244,Jivia,PE,3,Registered Nurse,54,32,1068,11b1f121-dbf6-4789-92d4-89bf9755899f,0
286,27.30.70.27,Pucallpa,PE,3,Recruiter,56,36,4321,f94b23f3-817f-4946-a828-2bafe2f07b68,0
330,84.192.154.89,Huambalpa,PE,4,Geological Engineer,20,43,2636,f5d08bad-a36f-45d5-bb33-d5e06f9065d8,0
641,56.28.165.36,Carania,PE,2,Research Assistant IV,45,51,802,9214b010-3239-4d8a-9058-e809f8cf485b,1
37,138.135.140.25,Río Grande,PE,1,Software Test Engineer III,59,51,979,06fca3ff-094b-49dc-b77f-95ad9e61d0b5,0
846,201.15.242.141,Breu,PE,3,Graphic Designer,74,56,3100,b0c036a8-901b-457a-9bf7-62742de1039a,1
215,133.215.89.103,Cotaparaco,PE,1,Payment Adjustment Coordinator,23,60,4025,a8e44787-a523-411a-946a-0ae4db64e4c7,0
89,154.31.22.99,Moquegua,PE,2,Staff Scientist,29,60,2205,dec8a6e1-e515-4679-857b-429b77e56391,0
